gene,status,fr_status,yn_status,n_taxa,n_codons,yn_n_pairs,dN_hp_yn,dS_hp_yn,omega_hp_yn,dN_background_yn,dS_background_yn,omega_background_yn,yn_n_background_pairs,lnL_m0,np_m0,omega_m0,kappa_m0,tree_len_m0,tree_dN_m0,tree_dS_m0,dN_human_m0,dS_human_m0,omega_human_m0,dN_platypus_m0,dS_platypus_m0,omega_platypus_m0,dN_background_m0,dS_background_m0,omega_background_m0,n_branches_m0,lnL_m2,np_m2,tree_dN_m2,tree_dS_m2,omega_bg_m2,omega_plat_m2,dN_human_m2,dS_human_m2,omega_human_m2,dN_platypus_m2,dS_platypus_m2,omega_platypus_m2,dN_background_m2,dS_background_m2,omega_background_m2,n_branches_m2,lrt_m2_vs_m0,lrt_p_m2_vs_m0,m2_converged,dS_saturated
ENSG00000140563,ok,not_requested,ok,24,875,276.0,0.0621,0.7115,0.0873,0.05064545454545454,0.3592861471861472,0.1396,231.0,-18844.528869,48,0.13868,2.28499,4.639025,0.5892,4.2488,0.0009,0.0065,0.1387,0.0139,0.1002,0.1387,0.5744,4.1424,0.13866357667052917,46,-18844.528869,49.0,0.5892,4.2488,0.13868,0.0001,0.0009,0.0065,0.1387,0.0,0.0,0.0001,0.5883,4.2425,0.1386682380671774,46.0,0.0,1.0,True,False
ENSG00000140740,ok,not_requested,ok,17,442,136.0,0.0804,0.8799,0.0914,0.08706285714285714,0.3394714285714286,0.2063,105.0,-7559.844748,34,0.20921,2.70303,4.080148,0.6672,3.1892,0.0015,0.0072,0.2092,0.0459,0.2193,0.2092,0.6199,2.9626,0.209241882130561,32,-7549.892053,35.0,0.6682,3.2762,0.23581,0.11078,0.0016,0.0069,0.2358,0.0924,0.8345,0.1108,0.5741,2.4347,0.23579907175422027,32.0,19.905390000001717,8.137058974692646e-06,True,False
ENSG00000140931,ok,not_requested,ok,24,181,276.0,0.1542,0.7375,0.2091,0.04991255411255411,0.5538805194805195,0.0763,231.0,-5148.540204,48,0.18924,1.67988,9.351204,1.5496,8.1888,0.0019,0.0098,0.1892,0.0004,0.0021,0.1892,1.5472,8.1768,0.1892182760982291,46,-5148.540204,49.0,1.5496,8.1888,0.18924,0.33432,0.0019,0.0098,0.1892,0.0,0.0,0.3343,1.5476,8.1789,0.18921859907811564,46.0,0.0,1.0,True,False
ENSG00000140968,ok,not_requested,ok,23,412,253.0,0.0472,0.6878,0.0687,0.035603333333333334,0.7972352380952381,0.03475,210.0,-9548.42184,46,0.1032,2.63994,6.755624,0.8057,7.807,0.0009,0.0085,0.1032,0.0496,0.4803,0.1032,0.7555,7.3185,0.10323153651704584,44,-9547.360527,47.0,0.8044,7.8665,0.10585,0.08151,0.0009,0.0085,0.1059,0.0946,1.1608,0.0815,0.7088,6.6971,0.10583685475802959,44.0,2.1226260000003094,0.1451375063609734,True,False
ENSG00000141030,ok,not_requested,ok,22,412,231.0,0.0045,0.4464,0.01,0.04037578947368421,0.5428468421052631,0.0061,190.0,-5991.838135,44,0.02573,2.97379,4.999878,0.1441,5.5994,0.0002,0.0084,0.0257,0.0028,0.1105,0.0257,0.1412,5.4802,0.025765483011568918,42,-5991.838135,45.0,0.1441,5.5994,0.02573,1.25011,0.0002,0.0084,0.0257,0.0,0.0,1.2501,0.144,5.5907,0.02575706083316937,42.0,0.0,1.0,True,False
ENSG00000141873,ok,not_requested,ok,22,312,231.0,0.1315,2.1621,0.0608,0.10377526315789473,1.2889136842105262,0.05075,190.0,-7169.757654,44,0.04751,4.08425,12.450037,0.88,18.5227,0.001,0.0204,0.0475,0.0155,0.327,0.0475,0.8636,18.1754,0.04751477271476832,42,-7169.528678,45.0,0.8791,18.5926,0.04673,30.23245,0.001,0.0204,0.0467,0.0103,0.0003,30.2324,0.8682,18.5721,0.046747540665837466,42.0,0.4579520000006596,0.49858266721995104,True,False
ENSG00000142751,ok,not_requested,ok,23,303,253.0,0.0933,1.2884,0.0724,0.11870428571428572,0.9324133333333333,0.05475,210.0,-6541.816059,46,0.08829,2.53065,5.75335,0.6144,6.9588,0.0011,0.0124,0.0883,0.0083,0.0942,0.0883,0.6051,6.8523,0.08830611619456241,44,-6541.816059,47.0,0.6144,6.9588,0.08829,10.02901,0.0011,0.0124,0.0883,0.0,0.0,10.029,0.6134000000000001,6.9464999999999995,0.08830346217519616,44.0,0.0,1.0,True,False
ENSG00000143155,ok,not_requested,ok,20,260,190.0,0.0734,5.1026,0.0144,0.03164444444444445,0.3501444444444444,0.0857,153.0,-4154.02467,40,0.10049,2.34547,3.521656,0.3508,3.4911,0.0008,0.0081,0.1005,0.0483,0.4811,0.1005,0.3017,3.0022,0.10049297182066484,38,-4146.721479,41.0,0.3472,3.7095,0.11588,0.0001,0.0009,0.0077,0.1159,0.0001,0.714,0.0001,0.3466,2.9879000000000002,0.11600120485960039,38.0,14.60638199999994,0.0001324651775874029,True,False
ENSG00000143321,ok,not_requested,ok,23,237,253.0,0.3263,2.0155,0.1619,0.061764761904761906,0.5474585714285715,0.10339999999999999,210.0,-6267.254587,46,0.15244,1.60224,7.088058,1.0674,7.0021,0.0377,0.2471,0.1524,0.0427,0.2802,0.1524,0.9871,6.4746,0.15245729465912952,44,-6259.82846,47.0,1.0624,7.9789,0.1622,0.0001,0.039,0.2404,0.1622,0.0001,1.4301,0.0001,1.0234,6.3085,0.16222556867718158,44.0,14.852254000001267,0.00011626904166532867,True,False
ENSG00000143479,ok,not_requested,ok,24,586,276.0,0.101,2.002,0.0504,0.040968398268398265,0.5191251082251083,0.0832,231.0,-11911.171881,48,0.09043,3.13084,5.390812,0.4738,5.2392,0.0002,0.0017,0.0904,0.0174,0.1922,0.0904,0.4566,5.0454,0.09049827565703414,46,-11904.057956,49.0,0.4726,5.58,0.09734,0.05059,0.0002,0.0017,0.0973,0.0764,1.5093,0.0506,0.3961,4.0694,0.0973362166412739,46.0,14.227849999999307,0.00016195578778200212,True,False
ENSG00000143502,ok,not_requested,ok,21,485,210.0,0.1303,0.5684,0.2292,0.0765,0.5798543859649122,0.091,171.0,-9832.719266,42,0.15121,3.11613,5.051052,0.6954,4.5987,0.0014,0.0096,0.1512,0.0232,0.1532,0.1512,0.6705,4.4356,0.1511633149968437,40,-9827.838123,43.0,0.7034,4.5312,0.14431,30.43132,0.0014,0.0097,0.1443,0.0498,0.0016,30.4313,0.6522,4.5199,0.1442952277705259,40.0,9.76228600000104,0.0017812827939587376,True,False
ENSG00000143653,ok,not_requested,ok,22,429,231.0,0.1426,0.6353,0.2244,0.09421684210526315,0.36178315789473686,0.23585,190.0,-9405.054787,44,0.26602,2.2158,4.575219,0.8659,3.2549,0.0023,0.0085,0.266,0.0207,0.0777,0.266,0.8433,3.1685,0.2661511756351586,42,-9402.891623,45.0,0.8648,3.2727,0.27409,0.0001,0.0023,0.0084,0.2741,0.0,0.1177,0.0001,0.8625,3.1467,0.2740966727047383,42.0,4.326327999999194,0.03752712040386759,True,False
ENSG00000143819,ok,not_requested,ok,22,454,231.0,0.1937,1.4743,0.1314,0.10997578947368421,0.943708947368421,0.1186,190.0,-11992.053879,44,0.14815,2.40792,6.92516,1.0713,7.231,0.0003,0.0023,0.1482,0.0208,0.1406,0.1482,1.05,7.0883,0.1481314278458869,42,-11988.581702,45.0,1.0689,7.3605,0.15281,0.0001,0.0003,0.0023,0.1528,0.0,0.3658,0.0001,1.0685,6.9925,0.1528065784769396,42.0,6.944353999999294,0.00840841970308007,True,False
ENSG00000144115,ok,not_requested,ok,22,479,231.0,0.1799,1.247,0.1442,0.08181684210526316,0.5663547368421052,0.1523,190.0,-11213.546633,44,0.16365,3.28964,5.885985,0.8757,5.3509,0.0017,0.0106,0.1636,0.0417,0.2546,0.1636,0.8323,5.0854,0.16366460848704134,42,-11213.546633,45.0,0.8757,5.3509,0.16365,0.3948,0.0017,0.0106,0.1636,0.0,0.0,0.3948,0.8739,5.34,0.16365168539325844,42.0,0.0,1.0,True,False
ENSG00000144233,ok,not_requested,ok,24,310,276.0,0.0125,0.427,0.0293,0.006228138528138528,0.15352683982683982,0.03295,231.0,-3281.092868,48,0.04371,3.67667,1.515751,0.0695,1.5909,0.0,0.0,0.0437,0.0043,0.0989,0.0437,0.0653,1.492,0.04376675603217158,46,-3281.092868,49.0,0.0695,1.5909,0.04371,1.90945,0.0,0.0,0.0437,0.0,0.0,1.9094,0.0696,1.5909,0.04374882142183669,46.0,0.0,1.0,True,False
ENSG00000144426,ok,not_requested,ok,23,2690,253.0,0.0885,1.1905,0.0743,0.04841238095238095,0.33363952380952383,0.13724999999999998,210.0,-46850.70569,46,0.13868,3.06208,3.620132,0.4597,3.3151,0.0008,0.0057,0.1387,0.0561,0.4043,0.1387,0.4025,2.9057,0.1385208383522043,44,-46798.742877,47.0,0.4569,3.4148,0.15283,0.06251,0.0008,0.0055,0.1528,0.045,0.7196,0.0625,0.4111,2.6895,0.15285369027700318,44.0,103.9256260000111,2.100549625411591e-24,True,False
ENSG00000144488,ok,not_requested,ok,22,993,231.0,0.3043,4.5905,0.0663,0.08818,1.3197852631578948,0.0676,190.0,-26534.867208,44,0.13666,3.78223,8.253158,1.2195,8.9239,0.0036,0.0267,0.1367,0.0141,0.1034,0.1367,1.2018,8.7938,0.1366644681480134,42,-26533.438652,45.0,1.2168,9.057,0.13799,0.0001,0.0037,0.0266,0.138,0.0,0.2388,0.0001,1.2129,8.792,0.13795495905368518,42.0,2.857111999997869,0.09097069332991199,True,False
ENSG00000144644,ok,not_requested,ok,24,506,276.0,0.0656,0.7353,0.0892,0.03846147186147186,0.37432467532467534,0.1101,231.0,-9130.89462,48,0.0982,2.51284,3.88625,0.3685,3.7529,0.0004,0.004,0.0982,0.0183,0.1867,0.0982,0.3499,3.5621,0.09822857303276157,46,-9130.854132,49.0,0.3686,3.7492,0.09765,2.334,0.0004,0.004,0.0976,0.0026,0.0011,2.334,0.36569999999999997,3.7442,0.09767106457988355,46.0,0.08097599999746308,0.7759790973659682,True,False
ENSG00000145860,ok,not_requested,ok,24,659,276.0,0.0464,0.6266,0.074,0.023634199134199133,0.3340034632034632,0.0778,231.0,-10858.941507,48,0.08518,2.92023,3.325972,0.2671,3.1355,0.0,0.0,0.0852,0.0149,0.1754,0.0852,0.2522,2.9602,0.085196946152287,46,-10858.876753,49.0,0.267,3.1387,0.08586,0.07985,0.0,0.0,0.0859,0.0325,0.4069,0.0798,0.2344,2.7319999999999998,0.08579795021961933,46.0,0.1295079999981681,0.7189427076607957,True,False
ENSG00000146090,ok,not_requested,ok,23,466,253.0,0.0727,1.3204,0.055,0.029647619047619048,0.7076995238095238,0.038349999999999995,210.0,-8388.473908,46,0.06859,3.33199,4.36461,0.3744,5.4582,0.0013,0.0196,0.0686,0.0224,0.3261,0.0686,0.3506,5.1129,0.06857165209567956,44,-8388.030328,47.0,0.3736,5.4661,0.06978,0.0001,0.0014,0.0195,0.0698,0.0,0.1126,0.0001,0.3725,5.3337,0.06983894857228565,44.0,0.8871599999984028,0.3462480830484217,True,False
ENSG00000146215,ok,not_requested,ok,23,195,253.0,0.1517,1.6757,0.0905,0.09484142857142858,0.5435528571428572,0.1823,210.0,-4717.108194,46,0.18756,1.96608,5.600176,0.9443,5.0348,0.0,0.0,0.1876,0.0385,0.2054,0.1876,0.9058,4.8293,0.1875634149876794,44,-4717.108194,47.0,0.9443,5.0348,0.18756,0.76608,0.0,0.0,0.1876,0.0,0.0,0.7661,0.9443,5.0347,0.18755834508510935,44.0,0.0,1.0,True,False
ENSG00000146233,ok,not_requested,ok,24,467,276.0,0.1864,0.5328,0.3499,0.14752900432900432,0.3816337662337662,0.3638,231.0,-13210.284354,48,0.38004,2.51903,6.754418,1.5701,4.1314,0.001,0.0027,0.38,0.0503,0.1323,0.38,1.5189,3.9968,0.38002902321857485,46,-13198.947405,49.0,1.5666,4.2147,0.40438,0.0001,0.001,0.0026,0.4044,0.0,0.3408,0.0001,1.5657,3.8712,0.4044482331060137,46.0,22.67389799999728,1.9195781599032623e-06,True,False
ENSG00000146411,ok,not_requested,ok,24,610,276.0,0.1336,0.836,0.1598,0.08125497835497836,0.43655930735930737,0.1722,231.0,-15027.819218,48,0.19072,2.62458,5.82232,0.8701,4.5621,0.0016,0.0083,0.1907,0.0401,0.2101,0.1907,0.8281,4.3436,0.19064831015747305,46,-15027.819218,49.0,0.8701,4.5621,0.19072,0.5747,0.0016,0.0083,0.1907,0.0,0.0,0.5747,0.8682,4.5537,0.190658146122933,46.0,0.0,1.0,True,False
ENSG00000146425,ok,not_requested,ok,18,113,153.0,0.1141,0.8828,0.1292,0.04892916666666667,0.7892275,0.01485,120.0,-2317.17268,36,0.07738,1.59169,9.613901,0.8589,11.0997,0.0,0.0,0.0774,0.0189,0.2443,0.0774,0.8398,10.855599999999999,0.07736099340432588,34,-2316.828208,37.0,0.8608,11.0368,0.07435,0.10884,0.0,0.0,0.0744,0.1267,1.1645,0.1088,0.7341,9.872,0.07436183144246353,34.0,0.688944000000447,0.4065237978466061,True,False
ENSG00000146476,ok,not_requested,ok,23,441,253.0,0.1632,1.0504,0.1553,0.10866904761904762,0.4957095238095238,0.2073,210.0,-11181.304973,46,0.21611,2.61519,6.365539,1.1073,5.1237,0.0008,0.0037,0.2161,0.0091,0.0419,0.2161,1.0973,5.0781,0.21608475610956854,44,-11174.130065,47.0,1.1026,5.2804,0.22827,0.0001,0.0008,0.0037,0.2283,0.0,0.4502,0.0001,1.1019,4.8266,0.22829735217337258,44.0,14.349816000001738,0.00015179452913822834,True,False
ENSG00000146828,ok,not_requested,ok,24,913,276.0,0.0733,1.8919,0.0387,0.03414458874458874,0.6924380952380952,0.044,231.0,-19059.483243,48,0.06078,4.25468,6.432131,0.4341,7.1424,0.0008,0.0135,0.0608,0.0112,0.1847,0.0608,0.4217,6.9445,0.06072431420548636,46,-19054.315279,49.0,0.4352,7.4694,0.06323,0.0001,0.0009,0.0135,0.0632,0.0001,0.5878,0.0001,0.43420000000000003,6.8684,0.06321705200628967,46.0,10.335928000000422,0.0013046551347538043,True,False
ENSG00000147465,ok,not_requested,ok,22,284,231.0,0.1655,2.3186,0.0714,0.07718631578947369,0.6963142105263158,0.0999,190.0,-6560.795853,44,0.11503,3.42462,6.007965,0.7182,6.2436,0.0013,0.0116,0.115,0.0325,0.2824,0.115,0.6844,5.9497,0.11503100996688909,42,-6560.724001,45.0,0.7176,6.277,0.11577,0.0001,0.0013,0.0116,0.1158,0.0,0.0786,0.0001,0.7162,6.1871,0.1157569782288956,42.0,0.14370400000007066,0.7046261523991868,True,False
ENSG00000147642,ok,not_requested,ok,24,652,276.0,0.2458,2.0229,0.1215,0.09241774891774891,0.7592662337662338,0.1301,231.0,-15743.291755,48,0.15896,2.53124,6.172545,0.8737,5.4967,0.0009,0.0056,0.159,0.0119,0.0748,0.159,0.861,5.4166,0.15895580253295424,46,-15742.666873,49.0,0.875,5.4399,0.15654,0.18453,0.0009,0.0056,0.1565,0.1548,0.8389,0.1845,0.7196,4.5957,0.15658115194638467,46.0,1.249764000000141,0.2635975567875992,True,False
ENSG00000147677,ok,not_requested,ok,21,364,210.0,0.0429,1.3734,0.0312,0.027214619883040934,0.5025672514619883,0.0295,171.0,-6065.335936,42,0.08323,1.94145,3.713207,0.3246,3.9002,0.0,0.0,0.0832,0.0138,0.166,0.0832,0.3107,3.7338999999999998,0.08321058410776935,40,-6065.335936,43.0,0.3246,3.9002,0.08323,0.17465,0.0,0.0,0.0832,0.0,0.0,0.1746,0.3245,3.9,0.08320512820512821,40.0,0.0,1.0,True,False
ENSG00000147679,ok,not_requested,ok,24,246,276.0,0.1691,0.7503,0.2253,0.05248398268398268,0.4405255411255411,0.1267,231.0,-4831.330581,48,0.13435,2.273,4.40604,0.5524,4.1116,0.0015,0.0112,0.1343,0.0343,0.2556,0.1343,0.5166,3.8449,0.13435980129522224,46,-4830.537378,49.0,0.554,4.0609,0.12936,0.30128,0.0015,0.0113,0.1294,0.0503,0.1669,0.3013,0.5022,3.8827,0.1293429829757643,46.0,1.586406000000352,0.20784036858497726,True,False
ENSG00000147813,ok,not_requested,ok,20,533,190.0,0.3231,1.2689,0.2547,0.2540627450980392,0.7632836601307189,0.231,153.0,-12336.750186,40,0.14688,3.25393,6.372096,0.8494,5.7832,0.0019,0.0131,0.1469,0.0277,0.1885,0.1469,0.8196,5.5815,0.1468422467078742,38,-12334.670061,41.0,0.8502,5.9061,0.15058,0.0001,0.002,0.013,0.1506,0.0,0.2599,0.0001,0.8486,5.6333,0.1506399446150569,38.0,4.160249999997177,0.04138329547207299,True,False
ENSG00000147912,ok,not_requested,ok,24,950,276.0,0.1985,1.5504,0.1281,0.0481004329004329,0.5482220779220779,0.0596,231.0,-18299.070335,48,0.07465,3.65247,5.568318,0.4824,6.4629,0.0001,0.0017,0.0746,0.013,0.1742,0.0746,0.4689,6.287,0.07458247176713854,46,-18290.593906,49.0,0.4836,6.381,0.06942,0.16008,0.0001,0.0018,0.0694,0.0718,0.4487,0.1601,0.4116,5.9304,0.06940509915014165,46.0,16.9528580000042,3.831958828436338e-05,True,False
ENSG00000148225,ok,not_requested,ok,23,366,253.0,0.204,0.8988,0.227,0.10250380952380952,0.45361619047619045,0.20625,210.0,-8753.291137,46,0.28218,3.03997,5.542785,1.0799,3.8268,0.0,0.0,0.2822,0.0315,0.1117,0.2822,1.0482,3.7147,0.2821762188063639,44,-8753.291137,47.0,1.0799,3.8268,0.28218,0.68147,0.0,0.0,0.2822,0.0,0.0,0.6815,1.0797,3.8265,0.2821638573108585,44.0,0.0,1.0,True,False
ENSG00000148384,ok,not_requested,ok,21,642,210.0,0.2525,1.7623,0.1433,0.145512865497076,1.5709976608187135,0.0918,171.0,-17198.462507,42,0.1423,3.14475,7.624033,1.1493,8.0767,0.002,0.0138,0.1423,0.0005,0.0038,0.1423,1.1467,8.0593,0.14228282853349547,40,-17189.779431,43.0,1.1604,8.0078,0.13652,0.40498,0.0019,0.014,0.1365,0.1013,0.2502,0.405,1.0573,7.7437,0.13653679765486781,40.0,17.36615200000233,3.082672233872557e-05,True,False
ENSG00000148935,ok,not_requested,ok,23,313,253.0,0.0516,0.7374,0.07,0.1772838095238095,0.47277857142857144,0.032549999999999996,210.0,-4667.578644,46,0.08364,2.21969,3.110719,0.2644,3.1608,0.0,0.0,0.0836,0.0119,0.1424,0.0836,0.2525,3.0186,0.08364804876432783,44,-4667.578644,47.0,0.2644,3.1608,0.08364,4.04648,0.0,0.0,0.0836,0.0,0.0,4.0465,0.2644,3.161,0.08364441632394812,44.0,0.0,1.0,True,False
ENSG00000149573,ok,not_requested,ok,23,208,253.0,0.2126,1.328,0.1601,0.08757857142857142,0.5205842857142857,0.2074,210.0,-5003.332521,46,0.1942,3.1807,6.073426,0.9252,4.7641,0.0,0.0,0.1942,0.0242,0.1246,0.1942,0.9011,4.6395,0.19422351546502856,44,-5000.253638,47.0,0.9229,4.9387,0.20545,0.08866,0.0,0.0,0.2054,0.0696,0.7856,0.0887,0.8533000000000001,4.1534,0.20544614051138826,44.0,6.157766000000265,0.013083635044534872,True,False
ENSG00000149823,ok,not_requested,ok,24,779,276.0,0.0706,1.6683,0.0423,0.05609047619047619,0.7412064935064935,0.027,231.0,-14064.853975,48,0.03402,4.39276,9.877225,0.4823,14.1794,0.0004,0.0103,0.034,0.0062,0.1824,0.034,0.47559999999999997,13.9871,0.034002759685710406,46,-14061.284198,49.0,0.4816,14.3637,0.03229,0.05607,0.0003,0.0104,0.0323,0.0422,0.7522,0.0561,0.4391,13.6011,0.03228415348758556,46.0,7.139554000001226,0.007540190985712141,True,False
ENSG00000152382,ok,not_requested,ok,24,327,276.0,0.0474,2.728,0.0174,0.02444978354978355,0.4984848484848485,0.0282,231.0,-6787.832343,48,0.07794,2.17815,5.992167,0.4735,6.0761,0.0005,0.0063,0.0779,0.0372,0.4768,0.0779,0.4356,5.5928,0.07788585323987984,46,-6767.115165,49.0,0.4754,7.0078,0.0909,0.01683,0.0006,0.0061,0.0909,0.0367,2.1821,0.0168,0.4381,4.8196,0.09089965972279856,46.0,41.43435599999975,1.2189615161487793e-10,True,False
ENSG00000152642,ok,not_requested,ok,19,350,171.0,0.0473,1.3326,0.0355,0.0861514705882353,1.9489073529411765,0.032100000000000004,136.0,-6267.845319,38,0.0959,2.14229,5.24992,0.5246,5.4708,0.0006,0.0061,0.0959,0.0056,0.0587,0.0959,0.5186,5.406,0.09593044765075841,36,-6252.434405,39.0,0.5321,5.5453,0.10913,0.0001,0.0006,0.0059,0.1091,0.0001,0.6698,0.0001,0.5313,4.8696,0.10910547067520945,36.0,30.821828000000096,2.8283845826115426e-08,True,False
ENSG00000153391,ok,not_requested,ok,22,189,231.0,0.1258,1.2659,0.0994,0.0796657894736842,0.4618184210526316,0.0979,190.0,-4234.500337,44,0.17533,1.76169,5.729588,0.8636,4.9256,0.0,0.0,0.1753,0.0384,0.219,0.1753,0.8252,4.7063,0.17533943862482207,42,-4233.887208,45.0,0.8632,4.972,0.18036,0.12909,0.0,0.0,0.1804,0.0846,0.6556,0.1291,0.7784,4.3164,0.18033546473913448,42.0,1.2262580000005983,0.26813600415767963,True,False
ENSG00000153879,ok,not_requested,ok,23,146,253.0,0.053,0.8313,0.0637,0.03879333333333333,0.42255190476190474,0.0813,210.0,-2563.916373,46,0.09639,2.74645,3.668007,0.3494,3.6249,0.0018,0.0185,0.0964,0.033,0.3419,0.0964,0.3144,3.2643,0.09631467695983825,44,-2563.916374,47.0,0.3494,3.6249,0.09639,0.81768,0.0018,0.0185,0.0964,0.0,0.0,0.8177,0.3473,3.6062,0.09630636126670734,44.0,-1.99999976757681e-06,1.0,True,False
ENSG00000153975,ok,not_requested,ok,24,576,276.0,0.1975,0.8464,0.2333,0.07227705627705627,0.37837878787878787,0.1968,231.0,-12111.296543,48,0.19859,3.29533,4.52879,0.7824,3.9398,0.0018,0.0093,0.1986,0.0349,0.1759,0.1986,0.7453,3.7546,0.19850316944548022,46,-12111.254897,49.0,0.7818,3.9481,0.19945,0.1519,0.0019,0.0093,0.1995,0.0181,0.1192,0.1519,0.7617,3.8194,0.19942922972194588,46.0,0.08329199999934644,0.7728847905791085,True,False
ENSG00000155052,ok,not_requested,ok,22,1306,231.0,0.0955,1.7287,0.0552,0.04670736842105263,0.4582794736842105,0.0854,190.0,-24404.007524,44,0.12608,2.56689,4.682532,0.5575,4.422,0.0009,0.0074,0.1261,0.0204,0.162,0.1261,0.5361,4.2523,0.1260729487571432,42,-24404.007525,45.0,0.5575,4.422,0.12608,0.48832,0.0009,0.0074,0.1261,0.0,0.0,0.4883,0.5565,4.4143,0.12606755317943955,42.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000155099,ok,not_requested,ok,23,256,253.0,0.0216,0.5202,0.0416,0.017695238095238094,0.2890519047619048,0.0536,210.0,-3692.200447,46,0.05884,3.24363,2.928821,0.1723,2.9277,0.0005,0.0082,0.0588,0.0083,0.1403,0.0588,0.1635,2.7792,0.05882987910189983,44,-3691.896985,47.0,0.1722,2.9326,0.06076,0.0451,0.0005,0.0082,0.0608,0.0171,0.38,0.0451,0.1548,2.5446,0.0608347087950955,44.0,0.6069240000006175,0.4359483347465365,True,False
ENSG00000155189,ok,not_requested,ok,24,364,276.0,0.1411,1.1557,0.1221,0.1121069264069264,0.8149251082251082,0.17270000000000002,231.0,-8034.549318,48,0.19422,2.11264,5.99605,0.9462,4.8717,0.0009,0.0046,0.1942,0.0252,0.1296,0.1942,0.9203,4.7374,0.194262675729303,46,-8034.53988,49.0,0.9463,4.8708,0.19465,0.16547,0.0009,0.0046,0.1947,0.0101,0.061,0.1655,0.935,4.8053,0.19457682142634175,46.0,0.018876000000091153,0.8907225697425154,True,False
ENSG00000155363,ok,not_requested,ok,24,1002,276.0,0.3321,1.1192,0.2967,0.05241341991341991,0.4988,0.0867,231.0,-21846.289112,48,0.12748,3.25063,6.686624,0.8379,6.5731,0.0034,0.0266,0.1275,0.0339,0.2661,0.1275,0.8006,6.2802,0.12748001655998217,46,-21840.543094,49.0,0.8471,5.9844,0.12343,0.22584,0.0033,0.0268,0.1234,0.2391,1.0588,0.2258,0.6047,4.8985,0.12344595284270694,46.0,11.492035999996006,0.0006989503035737774,True,False
ENSG00000155792,ok,not_requested,ok,24,405,276.0,0.0281,1.0469,0.0268,0.03766753246753247,0.9560467532467533,0.0234,231.0,-8767.041452,48,0.06861,2.24792,6.946803,0.5686,8.2873,0.0004,0.0061,0.0686,0.0069,0.1009,0.0686,0.5613,8.1806,0.0686135491284258,46,-8767.041452,49.0,0.5686,8.2873,0.06861,0.39186,0.0004,0.0061,0.0686,0.0,0.0,0.3919,0.5682,8.2815,0.06861075892048543,46.0,0.0,1.0,True,False
ENSG00000156467,ok,not_requested,ok,16,111,120.0,0.0545,0.7727,0.0706,0.12656483516483516,0.5250989010989011,0.2418,91.0,-2473.568591,32,0.20736,1.1618,5.547372,1.0258,4.947,0.0087,0.0418,0.2074,0.02,0.0965,0.2074,0.9971,4.8087,0.20735333874020007,30,-2469.796062,33.0,1.0335,4.9973,0.2241,0.05335,0.0095,0.0424,0.2241,0.027,0.5059,0.0533,0.9966,4.4489,0.22401042954438177,30.0,7.5450580000006084,0.006017488522499175,True,False
ENSG00000157064,ok,not_requested,ok,24,307,276.0,0.0163,0.9984,0.0163,0.05697142857142857,0.5940272727272727,0.0274,231.0,-6024.867174,48,0.06918,2.48059,7.746893,0.6733,9.732,0.0003,0.0041,0.0692,0.0112,0.1621,0.0692,0.6621,9.5658,0.06921532961174184,46,-6015.534175,49.0,0.6745,9.3039,0.07579,0.0001,0.0003,0.004,0.0758,0.0,0.4054,0.0001,0.6742,8.8943,0.07580135592458091,46.0,18.6659980000004,1.5573503827094843e-05,True,False
ENSG00000158715,ok,not_requested,ok,23,544,253.0,0.0798,1.8418,0.0433,0.08396619047619047,0.7768161904761904,0.09234999999999999,210.0,-11400.003751,46,0.08852,4.63667,5.938079,0.5674,6.4093,0.0005,0.0058,0.0885,0.0058,0.0657,0.0885,0.5611,6.3374,0.08853788619938777,44,-11400.003751,47.0,0.5674,6.4093,0.08852,0.27412,0.0005,0.0058,0.0885,0.0,0.0,0.2741,0.5669,6.4031,0.08853524074276521,44.0,0.0,1.0,True,False
ENSG00000158747,ok,not_requested,ok,23,173,253.0,0.0518,2.0096,0.0258,0.016514285714285714,0.9336419047619048,0.0169,210.0,-2687.15789,46,0.03115,5.6334,4.164812,0.2208,7.0858,0.0006,0.0192,0.0312,0.0176,0.5657,0.0312,0.2025,6.5006,0.03115097067962957,44,-2684.990672,47.0,0.2214,6.6739,0.0284,999.0,0.0006,0.0194,0.0284,0.0319,0.0,999.0,0.1889,6.6545,0.028386805920805475,44.0,4.334436000000096,0.03734878782899365,True,False
ENSG00000159079,ok,not_requested,ok,24,273,276.0,0.0796,0.887,0.0898,0.05603679653679654,0.5309640692640692,0.105,231.0,-6718.321258,48,0.08549,1.93599,7.346252,0.6699,7.8367,0.001,0.0119,0.0855,0.0212,0.2476,0.0855,0.648,7.5772,0.08551971704587447,46,-6702.723166,49.0,0.6709,8.6589,0.09504,0.0001,0.0011,0.0116,0.095,0.0002,1.6016,0.0001,0.6692,7.0458,0.09497856879275597,46.0,31.196184000000358,2.332240866740924e-08,True,False
ENSG00000159335,ok,not_requested,ok,13,272,78.0,0.0681,0.4223,0.1612,0.013792727272727272,0.13610727272727272,0.0798,55.0,-2450.119662,26,0.24955,2.13869,2.165096,0.4014,1.6085,0.0042,0.0167,0.2496,0.0338,0.1355,0.2496,0.3636,1.4564,0.24965668772315297,24,-2440.690317,27.0,0.3902,1.9363,0.30676,0.0001,0.0048,0.0155,0.3068,0.0001,0.6646,0.0001,0.3854,1.2562,0.30679828052857827,24.0,18.858690000000024,1.4076833100504124e-05,True,False
